GeneSymbol,0,1,clust,pathway
,0.06503714,0.18078008,3,
0610009B22Rik,-0.11900597,-0.049039464,2,
0610010K14Rik,0.11699425,0.31263578,3,
0610040J01Rik,-0.0013482759,0.057549246,2,
1110004F10Rik,0.030049989,-0.030607983,2,
1110051M20Rik,-0.21831077,0.048127968,2,
1110059G10Rik,-0.3821127,0.009173928,2,
1190005I06Rik,0.076984644,0.018178297,1,
1190007I07Rik,-0.13103078,0.026186403,2,
1500011B03Rik,-0.24005082,-0.07074134,2,
1700001P01Rik,-0.28047344,0.10520938,2,
1700007K13Rik,-0.14463577,-0.16479,2,
1700009N14Rik,0.09425797,0.3724455,0,
1700012B09Rik,-0.058845427,-0.049873043,2,
1700013F07Rik,-0.12499763,0.079221584,2,
1700013G24Rik,-0.25384432,-0.011600842,2,
1700013H16Rik,-0.17086191,-0.052025955,2,
1700015G11Rik,-0.19573446,0.058724947,2,
1700016H13Rik,-0.24131581,-0.081770316,2,
1700018F24Rik,-0.13027632,-0.12850112,2,
1700019D03Rik,-0.045226943,0.10127584,3,
1700019N19Rik,-0.17871368,-0.020641,2,
1700020N01Rik,-0.06478784,0.02568019,2,
1700024G13Rik,-0.13888174,0.014314179,2,
1700028P14Rik,-0.15134439,0.09328864,2,
1700029J07Rik,-0.24946685,-0.047433637,2,
1700037H04Rik,-0.14772981,-0.059145827,2,
1700057G04Rik,-0.3164747,0.036506336,2,
1700066M21Rik,-0.13111171,0.031615622,2,
1700093K21Rik,-0.28984442,-0.24363108,2,
1700123L14Rik,0.07870774,0.19096988,3,
1700125H20Rik,0.020995883,0.33303457,3,
1810009J06Rik,-0.20884049,-0.21826915,2,
1810037I17Rik,-0.17390236,-0.16775052,2,
1810046K07Rik,-0.11752626,-0.040160663,2,
2200002D01Rik,-0.18283616,0.027481528,2,
2210010C04Rik,0.016325207,-0.15360418,1,
2210016L21Rik,-0.21077536,-0.052586045,2,
2310011J03Rik,-0.17637473,-0.11721235,2,
2310022B05Rik,-0.27524483,-0.06531277,2,
2310039H08Rik,-0.26431143,-0.20279889,2,
2310050C09Rik,-0.19176745,0.07683487,2,
2310057J18Rik,-0.0787473,0.035852034,2,
2310057N15Rik,-0.060520455,0.11096752,2,['Keratinization']
2410004P03Rik,-0.15412462,-0.15023147,2,
2510039O18Rik,-0.059596673,-0.09850056,2,
